id,song,song_rank,line_idx,word_idx,word_text,issue_type,issue_label,severity,is_derivative,start,end,duration,gap_from_prev,line_text,word_source,section_type,root_cause_hint,repair_suggestion
culture-creator_L1_W0_duration_overflow,culture-creator,3,1,0,Commanding,duration_overflow,duration 1.5s > 1.5s,warning,False,7.499,8.999,1.5,,Commanding life that death may not come upon,whisper_plus_vocal_onset,intro,unknown_overflow,manual_review
culture-creator_L1_W1_gap_from_prev,culture-creator,3,1,1,life,gap_from_prev,gap 1.20s from previous word,warning,False,10.197,10.32,0.123,1.198,Commanding life that death may not come upon,whisper_plus_vocal_onset,intro,independent_gap,fix_inversion_first
culture-creator_L4_W1_gap_from_prev,culture-creator,3,4,1,blessing,gap_from_prev,gap 1.23s from previous word,warning,False,19.115,19.76,0.645,1.235,"God, blessing humans, again commanded",whisper_plus_vocal_onset,intro,independent_gap,fix_inversion_first
culture-creator_L4_W2_gap_from_prev,culture-creator,3,4,2,"humans,",gap_from_prev,gap 1.48s from previous word,warning,False,21.243,21.7,0.457,1.483,"God, blessing humans, again commanded",whisper_plus_vocal_onset,intro,independent_gap,fix_inversion_first
culture-creator_L5_W1_gap_from_prev,culture-creator,3,5,1,"fruitful,",gap_from_prev,gap 1.30s from previous word,warning,False,24.341,24.64,0.299,1.301,"Be fruitful, increase in number, fill creation",whisper_plus_vocal_onset,intro,independent_gap,fix_inversion_first
culture-creator_L5_W6_gap_from_prev,culture-creator,3,5,6,creation,gap_from_prev,gap 1.22s from previous word,warning,False,28.5,29.7,1.2,1.22,"Be fruitful, increase in number, fill creation",transcription,intro,independent_gap,fix_inversion_first
culture-creator_L6_W5_gap_from_prev,culture-creator,3,6,5,did,gap_from_prev,gap 0.54s from previous word,warning,False,39.989,40.405,0.416,0.538,"Welcome to the revolution, independence did I write",whisper_plus_vocal_onset,movement,independent_gap,fix_inversion_first
culture-creator_L32_W5_duration_undersize,culture-creator,3,32,5,a,duration_undersize,duration 0.020s < 0.04s,warning,False,132.18,132.2,0.02,,I’m allowed to exist (I’m a culture creator),transcription,chorus,unknown_undersize,manual_review
culture-creator_L37_W9_duration_undersize,culture-creator,3,37,9,awake,duration_undersize,duration 0.020s < 0.04s,warning,False,144.48,144.5,0.02,,"Move with care, don’t wait, Love and share, stay awake",transcription,hook,unknown_undersize,manual_review
culture-creator_L39_W1_duration_undersize,culture-creator,3,39,1,a,duration_undersize,duration 0.040s < 0.04s,warning,False,150.96,151.0,0.04,,I’m a culture creator,whisper_plus_vocal_onset,post-hook,unknown_undersize,manual_review
culture-creator_L41_W1_gap_from_prev,culture-creator,3,41,1,art,gap_from_prev,gap 1.89s from previous word,warning,False,164.171,165.371,1.2,1.886,art art art art,vocal_onset_only,pre-verse,independent_gap,fix_inversion_first
culture-creator_L41_W2_gap_from_prev,culture-creator,3,41,2,art,gap_from_prev,gap 0.68s from previous word,warning,False,166.048,167.093,1.045,0.677,art art art art,vocal_onset_only,pre-verse,independent_gap,fix_inversion_first
culture-creator_L43_W0_duration_undersize,culture-creator,3,43,0,Private,duration_undersize,duration 0.040s < 0.04s,warning,False,159.989,160.029,0.04,,Private letter to removed member,whisper_plus_vocal_onset,pre-verse,unknown_undersize,manual_review
culture-creator_L50_W0_duration_undersize,culture-creator,3,50,0,Reinstatement,duration_undersize,duration 0.040s < 0.04s,warning,False,192.363,192.403,0.04,,Reinstatement may be considered upon evidence of repentance and submission,whisper_plus_vocal_onset,movement/verse,unknown_undersize,manual_review
culture-creator_L50_W1_duration_undersize,culture-creator,3,50,1,may,duration_undersize,duration 0.037s < 0.04s,warning,False,192.403,192.44,0.037,,Reinstatement may be considered upon evidence of repentance and submission,transcription,movement/verse,unknown_undersize,manual_review
culture-creator_L51_W11_duration_undersize,culture-creator,3,51,11,choices,duration_undersize,duration 0.040s < 0.04s,warning,False,200.3,200.34,0.04,,We urge you to reflect seriously on the consequences of your choices,transcription,movement/verse,unknown_undersize,manual_review
culture-creator_L53_W3_duration_undersize,culture-creator,3,53,3,I,duration_undersize,duration 0.040s < 0.04s,warning,False,195.275,195.315,0.04,,To name what I see (Be a culture creator),interpolated,chorus,interpolated_undersize,re_estimate
culture-creator_L53_W6_duration_undersize,culture-creator,3,53,6,a,duration_undersize,duration 0.003s < 0.04s,warning,False,195.741,195.744,0.003,,To name what I see (Be a culture creator),interpolated,chorus,interpolated_undersize,re_estimate
culture-creator_L54_W2_gap_from_prev,culture-creator,3,54,2,to,gap_from_prev,gap 1.25s from previous word,warning,False,200.405,201.605,1.2,1.253,I’m allowed to resist (Praising the creator),vocal_onset_only,chorus,independent_gap,fix_inversion_first
culture-creator_L54_W3_gap_from_prev,culture-creator,3,54,3,resist,gap_from_prev,gap 2.15s from previous word,warning,False,203.755,204.955,1.2,2.15,I’m allowed to resist (Praising the creator),vocal_onset_only,chorus,independent_gap,fix_inversion_first
culture-creator_L54_W4_gap_from_prev,culture-creator,3,54,4,(Praising,gap_from_prev,gap 2.37s from previous word,warning,False,207.328,208.528,1.2,2.373,I’m allowed to resist (Praising the creator),vocal_onset_only,chorus,independent_gap,fix_inversion_first
culture-creator_L54_W5_gap_from_prev,culture-creator,3,54,5,the,gap_from_prev,gap 3.21s from previous word,warning,False,211.733,212.933,1.2,3.205,I’m allowed to resist (Praising the creator),vocal_onset_only,chorus,independent_gap,fix_inversion_first
culture-creator_L54_W6_gap_from_prev,culture-creator,3,54,6,creator),gap_from_prev,gap 4.73s from previous word,warning,False,217.664,219.06,1.396,4.731,I’m allowed to resist (Praising the creator),vocal_onset_only,chorus,independent_gap,fix_inversion_first
culture-creator_L56_W0_duration_undersize,culture-creator,3,56,0,Move,duration_undersize,duration 0.029s < 0.04s,warning,False,225.4,225.429,0.029,,"Move with care, don’t wait, Love and share, stay awake",interpolated,hook,interpolated_undersize,re_estimate
culture-creator_L56_W7_duration_undersize,culture-creator,3,56,7,"share,",duration_undersize,duration 0.001s < 0.04s,warning,False,226.976,226.977,0.001,,"Move with care, don’t wait, Love and share, stay awake",interpolated,hook,interpolated_undersize,re_estimate
culture-creator_L56_W8_duration_undersize,culture-creator,3,56,8,stay,duration_undersize,duration 0.040s < 0.04s,warning,False,226.977,227.017,0.04,,"Move with care, don’t wait, Love and share, stay awake",interpolated,hook,interpolated_undersize,re_estimate
culture-creator_L58_W4_gap_from_prev,culture-creator,3,58,4,"wait,",gap_from_prev,gap 0.78s from previous word,warning,False,234.677,234.912,0.235,0.784,"Move with care, don’t wait, Love and share, stay awake",vocal_onset_only,hook,independent_gap,fix_inversion_first
culture-creator_L59_W0_duration_undersize,culture-creator,3,59,0,I’m,duration_undersize,duration 0.023s < 0.04s,warning,False,236.2,236.223,0.023,,I’m a culture creator,interpolated,post-hook,interpolated_undersize,re_estimate
culture-creator_L59_W1_duration_undersize,culture-creator,3,59,1,a,duration_undersize,duration 0.022s < 0.04s,warning,False,236.223,236.245,0.022,,I’m a culture creator,interpolated,post-hook,interpolated_undersize,re_estimate
culture-creator_L60_W0_duration_undersize,culture-creator,3,60,0,As,duration_undersize,duration 0.040s < 0.04s,warning,False,218.44,218.48,0.04,,"As a reality studio owner and operator, my business is now disclosed",transcription,bridge,unknown_undersize,manual_review
culture-creator_L60_W3_gap_from_prev,culture-creator,3,60,3,studio,gap_from_prev,gap 1.30s from previous word,warning,False,221.74,222.187,0.447,1.297,"As a reality studio owner and operator, my business is now disclosed",transcription,bridge,independent_gap,fix_inversion_first
culture-creator_L60_W7_gap_from_prev,culture-creator,3,60,7,my,gap_from_prev,gap 0.64s from previous word,warning,False,224.68,225.429,0.749,0.64,"As a reality studio owner and operator, my business is now disclosed",transcription,bridge,independent_gap,fix_inversion_first
culture-creator_L61_W6_gap_from_prev,culture-creator,3,61,6,words,gap_from_prev,gap 0.83s from previous word,warning,False,231.499,231.64,0.141,0.827,"Make systems and meaning culture creator, words of power juxtaposed",whisper_plus_vocal_onset,bridge,independent_gap,fix_inversion_first
culture-creator_L64_W5_duration_undersize,culture-creator,3,64,5,a,duration_undersize,duration 0.040s < 0.04s,warning,False,249.84,249.88,0.04,,I’m allowed to exist (I’m a culture creator),whisper_plus_vocal_onset,chorus/vamp,unknown_undersize,manual_review
culture-creator_L68_W5_duration_undersize,culture-creator,3,68,5,a,duration_undersize,duration 0.040s < 0.04s,warning,False,259.24,259.28,0.04,,I’m allowed to exist (I’m a culture creator),whisper_plus_vocal_onset,chorus/vamp,unknown_undersize,manual_review
culture-creator_L70_W2_duration_undersize,culture-creator,3,70,2,to,duration_undersize,duration 0.040s < 0.04s,warning,False,262.86,262.9,0.04,,I’m allowed to resist (Praising the creator),transcription,chorus/vamp,unknown_undersize,manual_review
culture-creator_L72_W15_duration_undersize,culture-creator,3,72,15,creator),duration_undersize,duration 0.040s < 0.04s,warning,False,270.24,270.28,0.04,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",transcription,hook/vamp,unknown_undersize,manual_review
culture-creator_L73_W0_duration_undersize,culture-creator,3,73,0,Move,duration_undersize,duration 0.040s < 0.04s,warning,False,270.261,270.301,0.04,,"Move with care, don’t wait, Love and share, stay awake (Praising the creator, creator, creator)",whisper_plus_vocal_onset,hook/vamp,unknown_undersize,manual_review
culture-creator_L73_W1_duration_undersize,culture-creator,3,73,1,with,duration_undersize,duration 0.039s < 0.04s,warning,False,270.301,270.34,0.039,,"Move with care, don’t wait, Love and share, stay awake (Praising the creator, creator, creator)",transcription,hook/vamp,unknown_undersize,manual_review
culture-creator_L73_W5_gap_from_prev,culture-creator,3,73,5,Love,gap_from_prev,gap 1.42s from previous word,warning,False,273.68,273.78,0.1,1.42,"Move with care, don’t wait, Love and share, stay awake (Praising the creator, creator, creator)",transcription,hook/vamp,independent_gap,fix_inversion_first
culture-creator_L73_W14_duration_undersize,culture-creator,3,73,14,creator),duration_undersize,duration 0.040s < 0.04s,warning,False,274.92,274.96,0.04,,"Move with care, don’t wait, Love and share, stay awake (Praising the creator, creator, creator)",transcription,hook/vamp,unknown_undersize,manual_review
culture-creator_L74_W0_duration_undersize,culture-creator,3,74,0,Move,duration_undersize,duration 0.001s < 0.04s,warning,False,268.747,268.748,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L74_W1_duration_undersize,culture-creator,3,74,1,with,duration_undersize,duration 0.001s < 0.04s,warning,False,268.748,268.749,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L74_W2_duration_undersize,culture-creator,3,74,2,"care,",duration_undersize,duration 0.001s < 0.04s,warning,False,268.749,268.75,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L74_W3_duration_undersize,culture-creator,3,74,3,don’t,duration_undersize,duration 0.001s < 0.04s,warning,False,268.75,268.751,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L74_W4_duration_undersize,culture-creator,3,74,4,"wait,",duration_undersize,duration 0.001s < 0.04s,warning,False,268.751,268.752,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L74_W5_duration_undersize,culture-creator,3,74,5,Love,duration_undersize,duration 0.001s < 0.04s,warning,False,268.752,268.753,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L74_W6_duration_undersize,culture-creator,3,74,6,and,duration_undersize,duration 0.001s < 0.04s,warning,False,268.753,268.754,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L74_W7_duration_undersize,culture-creator,3,74,7,"share,",duration_undersize,duration 0.001s < 0.04s,warning,False,268.754,268.755,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L74_W8_duration_undersize,culture-creator,3,74,8,stay,duration_undersize,duration 0.001s < 0.04s,warning,False,268.755,268.756,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L74_W11_duration_undersize,culture-creator,3,74,11,our,duration_undersize,duration 0.006s < 0.04s,warning,False,268.885,268.891,0.006,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L74_W12_duration_undersize,culture-creator,3,74,12,"creator,",duration_undersize,duration 0.005s < 0.04s,warning,False,268.891,268.896,0.005,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L75_W0_duration_undersize,culture-creator,3,75,0,Move,duration_undersize,duration 0.001s < 0.04s,warning,False,269.995,269.996,0.001,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L75_W1_duration_undersize,culture-creator,3,75,1,with,duration_undersize,duration 0.001s < 0.04s,warning,False,269.996,269.997,0.001,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L75_W2_duration_undersize,culture-creator,3,75,2,"care,",duration_undersize,duration 0.001s < 0.04s,warning,False,269.997,269.998,0.001,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L75_W3_duration_undersize,culture-creator,3,75,3,don’t,duration_undersize,duration 0.001s < 0.04s,warning,False,269.998,269.999,0.001,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L75_W4_duration_undersize,culture-creator,3,75,4,"wait,",duration_undersize,duration 0.001s < 0.04s,warning,False,269.999,270.0,0.001,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L75_W5_duration_undersize,culture-creator,3,75,5,Love,duration_undersize,duration 0.001s < 0.04s,warning,False,270.0,270.001,0.001,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L75_W10_gap_from_prev,culture-creator,3,75,10,(Be,gap_from_prev,gap 1.16s from previous word,warning,False,272.619,272.722,0.103,1.158,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",vocal_onset_only,hook/vamp,independent_gap,fix_inversion_first
culture-creator_L75_W11_duration_undersize,culture-creator,3,75,11,a,duration_undersize,duration 0.004s < 0.04s,warning,False,272.722,272.726,0.004,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L75_W12_duration_undersize,culture-creator,3,75,12,culture,duration_undersize,duration 0.005s < 0.04s,warning,False,272.726,272.731,0.005,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L75_W13_duration_undersize,culture-creator,3,75,13,"creator,",duration_undersize,duration 0.005s < 0.04s,warning,False,272.731,272.736,0.005,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L75_W14_duration_undersize,culture-creator,3,75,14,"creator,",duration_undersize,duration 0.004s < 0.04s,warning,False,272.736,272.74,0.004,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L75_W15_duration_undersize,culture-creator,3,75,15,creator),duration_undersize,duration 0.005s < 0.04s,warning,False,272.74,272.745,0.005,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L77_W8_duration_undersize,culture-creator,3,77,8,stay,duration_undersize,duration 0.001s < 0.04s,warning,False,275.66,275.661,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L77_W9_duration_undersize,culture-creator,3,77,9,awake,duration_undersize,duration 0.001s < 0.04s,warning,False,275.661,275.662,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L77_W10_duration_undersize,culture-creator,3,77,10,(Praising,duration_undersize,duration 0.001s < 0.04s,warning,False,275.662,275.663,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L77_W11_duration_undersize,culture-creator,3,77,11,our,duration_undersize,duration 0.001s < 0.04s,warning,False,275.663,275.664,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L77_W12_duration_undersize,culture-creator,3,77,12,"creator,",duration_undersize,duration 0.001s < 0.04s,warning,False,275.664,275.665,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L77_W13_duration_undersize,culture-creator,3,77,13,"creator,",duration_undersize,duration 0.001s < 0.04s,warning,False,275.665,275.666,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L77_W14_duration_undersize,culture-creator,3,77,14,creator),duration_undersize,duration 0.001s < 0.04s,warning,False,275.666,275.667,0.001,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,interpolated_undersize,re_estimate
culture-creator_L78_W1_duration_undersize,culture-creator,3,78,1,a,duration_undersize,duration 0.040s < 0.04s,warning,False,275.819,275.859,0.04,,I’m a culture creator,whisper_plus_vocal_onset,final_post-hook,unknown_undersize,manual_review
culture-creator_L20_W0_text_overflow,culture-creator,3,20,0,After,text_overflow,left clip 8px (word extends past left edge),warning,False,,,,,"After prayerful consideration, leadership has reached a difficult decision",whisper_plus_vocal_onset,movement/verse,ambiguous,manual_review
culture-creator_L20_W8_text_overflow,culture-creator,3,20,8,decision,text_overflow,right clip 8px (word extends past right edge),warning,False,,,,,"After prayerful consideration, leadership has reached a difficult decision",whisper_plus_vocal_onset,movement/verse,ambiguous,manual_review
culture-creator_L50_W0_text_overflow,culture-creator,3,50,0,Reinstatement,text_overflow,left clip 43px (word extends past left edge),warning,False,,,,,Reinstatement may be considered upon evidence of repentance and submission,whisper_plus_vocal_onset,movement/verse,ambiguous,manual_review
culture-creator_L50_W9_text_overflow,culture-creator,3,50,9,submission,text_overflow,right clip 43px (word extends past right edge),warning,False,,,,,Reinstatement may be considered upon evidence of repentance and submission,transcription,movement/verse,ambiguous,manual_review
culture-creator_L72_W0_text_overflow,culture-creator,3,72,0,Move,text_overflow,left clip 127px (word extends past left edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",transcription,hook/vamp,ambiguous,manual_review
culture-creator_L72_W1_text_overflow,culture-creator,3,72,1,with,text_overflow,left clip 51px (word extends past left edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",whisper_plus_vocal_onset,hook/vamp,ambiguous,manual_review
culture-creator_L72_W14_text_overflow,culture-creator,3,72,14,"creator,",text_overflow,right clip 14px (word extends past right edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",transcription,hook/vamp,ambiguous,manual_review
culture-creator_L72_W15_text_overflow,culture-creator,3,72,15,creator),text_overflow,right clip 127px (word extends past right edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",transcription,hook/vamp,ambiguous,manual_review
culture-creator_L73_W0_text_overflow,culture-creator,3,73,0,Move,text_overflow,left clip 130px (word extends past left edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising the creator, creator, creator)",whisper_plus_vocal_onset,hook/vamp,ambiguous,manual_review
culture-creator_L73_W1_text_overflow,culture-creator,3,73,1,with,text_overflow,left clip 54px (word extends past left edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising the creator, creator, creator)",transcription,hook/vamp,ambiguous,manual_review
culture-creator_L73_W13_text_overflow,culture-creator,3,73,13,"creator,",text_overflow,right clip 16px (word extends past right edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising the creator, creator, creator)",transcription,hook/vamp,ambiguous,manual_review
culture-creator_L73_W14_text_overflow,culture-creator,3,73,14,creator),text_overflow,right clip 130px (word extends past right edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising the creator, creator, creator)",transcription,hook/vamp,ambiguous,manual_review
culture-creator_L74_W0_text_overflow,culture-creator,3,74,0,Move,text_overflow,left clip 130px (word extends past left edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,ambiguous,manual_review
culture-creator_L74_W1_text_overflow,culture-creator,3,74,1,with,text_overflow,left clip 54px (word extends past left edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,ambiguous,manual_review
culture-creator_L74_W13_text_overflow,culture-creator,3,74,13,"creator,",text_overflow,right clip 17px (word extends past right edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",vocal_onset_only,hook/vamp,ambiguous,manual_review
culture-creator_L74_W14_text_overflow,culture-creator,3,74,14,creator),text_overflow,right clip 130px (word extends past right edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",vocal_onset_only,hook/vamp,ambiguous,manual_review
culture-creator_L75_W0_text_overflow,culture-creator,3,75,0,Move,text_overflow,left clip 127px (word extends past left edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,ambiguous,manual_review
culture-creator_L75_W1_text_overflow,culture-creator,3,75,1,with,text_overflow,left clip 51px (word extends past left edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,ambiguous,manual_review
culture-creator_L75_W14_text_overflow,culture-creator,3,75,14,"creator,",text_overflow,right clip 14px (word extends past right edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,ambiguous,manual_review
culture-creator_L75_W15_text_overflow,culture-creator,3,75,15,creator),text_overflow,right clip 127px (word extends past right edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Be a culture creator, creator, creator)",interpolated,hook/vamp,ambiguous,manual_review
culture-creator_L76_W0_text_overflow,culture-creator,3,76,0,Move,text_overflow,left clip 130px (word extends past left edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising the creator, creator, creator)",interpolated,hook/vamp,ambiguous,manual_review
culture-creator_L76_W1_text_overflow,culture-creator,3,76,1,with,text_overflow,left clip 54px (word extends past left edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising the creator, creator, creator)",interpolated,hook/vamp,ambiguous,manual_review
culture-creator_L76_W13_text_overflow,culture-creator,3,76,13,"creator,",text_overflow,right clip 16px (word extends past right edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising the creator, creator, creator)",interpolated,hook/vamp,ambiguous,manual_review
culture-creator_L76_W14_text_overflow,culture-creator,3,76,14,creator),text_overflow,right clip 130px (word extends past right edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising the creator, creator, creator)",vocal_onset_only,hook/vamp,ambiguous,manual_review
culture-creator_L77_W0_text_overflow,culture-creator,3,77,0,Move,text_overflow,left clip 130px (word extends past left edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,ambiguous,manual_review
culture-creator_L77_W1_text_overflow,culture-creator,3,77,1,with,text_overflow,left clip 54px (word extends past left edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,ambiguous,manual_review
culture-creator_L77_W13_text_overflow,culture-creator,3,77,13,"creator,",text_overflow,right clip 17px (word extends past right edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,ambiguous,manual_review
culture-creator_L77_W14_text_overflow,culture-creator,3,77,14,creator),text_overflow,right clip 130px (word extends past right edge),warning,False,,,,,"Move with care, don’t wait, Love and share, stay awake (Praising our creator, creator, creator)",interpolated,hook/vamp,ambiguous,manual_review
didn-t-forget-jesus_L10_W1_gap_from_prev,didn-t-forget-jesus,30,10,1,forget,gap_from_prev,gap 0.69s from previous word,warning,False,59.307,59.88,0.573,0.687,Didn't forget Jesus,whisper_plus_vocal_onset,hook,independent_gap,fix_inversion_first
didn-t-forget-jesus_L14_W2_gap_from_prev,didn-t-forget-jesus,30,14,2,say,gap_from_prev,gap 2.34s from previous word,warning,False,79.904,80.021,0.117,2.344,I can’t say my Bible’s open every day,whisper_plus_vocal_onset,verse,independent_gap,fix_inversion_first
didn-t-forget-jesus_L15_W1_gap_from_prev,didn-t-forget-jesus,30,15,1,I,gap_from_prev,gap 1.32s from previous word,warning,False,84.469,84.672,0.203,1.319,But I didn’t forget Jesus,whisper_plus_vocal_onset,verse,independent_gap,fix_inversion_first
didn-t-forget-jesus_L29_W1_gap_from_prev,didn-t-forget-jesus,30,29,1,I,gap_from_prev,gap 1.24s from previous word,warning,False,151.669,151.904,0.235,1.239,But I didn’t forget Jesus,whisper_plus_vocal_onset,verse,independent_gap,fix_inversion_first
didn-t-forget-jesus_L31_W1_gap_from_prev,didn-t-forget-jesus,30,31,1,I,gap_from_prev,gap 1.23s from previous word,warning,False,161.259,161.557,0.298,1.229,But I didn’t forget Jesus,whisper_plus_vocal_onset,verse,independent_gap,fix_inversion_first
didn-t-forget-jesus_L33_W1_gap_from_prev,didn-t-forget-jesus,30,33,1,I,gap_from_prev,gap 1.25s from previous word,warning,False,170.859,171.051,0.192,1.249,But I didn’t forget Jesus,whisper_plus_vocal_onset,verse,independent_gap,fix_inversion_first
didn-t-forget-jesus_L53_W1_gap_from_prev,didn-t-forget-jesus,30,53,1,forget,gap_from_prev,gap 0.96s from previous word,warning,False,273.24,273.54,0.3,0.957,Didn't forget Jesus,whisper_plus_vocal_onset,hook,independent_gap,fix_inversion_first
didn-t-forget-jesus_L53_W2_duration_undersize,didn-t-forget-jesus,30,53,2,Jesus,duration_undersize,duration 0.040s < 0.04s,warning,False,273.54,273.58,0.04,,Didn't forget Jesus,transcription,hook,unknown_undersize,manual_review
didn-t-forget-jesus_L58_W1_gap_from_prev,didn-t-forget-jesus,30,58,1,didn’t,gap_from_prev,gap 0.86s from previous word,warning,False,283.36,284.84,1.48,0.86,I didn’t forget Jesus,transcription,refrain,independent_gap,fix_inversion_first
didn-t-forget-jesus_L59_W0_duration_undersize,didn-t-forget-jesus,30,59,0,I,duration_undersize,duration 0.020s < 0.04s,warning,False,287.16,287.18,0.02,,I didn’t forget Jesus,transcription,refrain,unknown_undersize,manual_review
