id,song,song_rank,line_idx,word_idx,word_text,issue_type,issue_label,severity,is_derivative,start,end,duration,gap_from_prev,line_text,word_source,section_type,root_cause_hint,repair_suggestion
a-word_L0_W1_gap_from_prev,a-word,20,0,1,"word,",gap_from_prev,gap 6.53s from previous word,high,False,16.267,16.73,0.463,6.532,"A word,",vocal_onset_only,intro_-_spoken,independent_gap,fix_inversion_first
a-word_L1_W1_gap_from_prev,a-word,20,1,1,"moment,",gap_from_prev,gap 0.63s from previous word,warning,False,28.011,29.511,1.5,0.628,"A moment,",vocal_onset_only,intro_-_spoken,independent_gap,fix_inversion_first
a-word_L3_W1_gap_from_prev,a-word,20,3,1,"meditation,",gap_from_prev,gap 45.60s from previous word,high,False,112.75,113.05,0.3,45.597,"A meditation,",vocal_onset_only,intro_-_spoken,independent_gap,fix_inversion_first
a-word_L5_W3_gap_from_prev,a-word,20,5,3,hear,gap_from_prev,gap 3.00s from previous word,warning,False,124.405,124.5,0.095,3.003,Taste what you hear,vocal_onset_only,intro_-_spoken,independent_gap,fix_inversion_first
a-word_L8_W1_gap_from_prev,a-word,20,8,1,is,gap_from_prev,gap 0.62s from previous word,warning,False,133.44,134.613,1.173,0.624,God is there,vocal_onset_only,verse_1_-_contemplative,independent_gap,fix_inversion_first
a-word_L12_W1_gap_from_prev,a-word,20,12,1,then,gap_from_prev,gap 0.80s from previous word,warning,False,154.037,154.34,0.303,0.797,But then I wouldn't be obedient to my calling,whisper_plus_vocal_onset,verse_2_-_confession,independent_gap,fix_inversion_first
a-word_L15_W0_duration_undersize,a-word,20,15,0,I,duration_undersize,duration 0.040s < 0.04s,warning,False,166.58,166.62,0.04,,I could do any number of things,transcription,verse_2_-_confession,unknown_undersize,manual_review
a-word_L15_W2_gap_from_prev,a-word,20,15,2,do,gap_from_prev,gap 1.98s from previous word,warning,False,169.803,170.016,0.213,1.983,I could do any number of things,whisper_plus_vocal_onset,verse_2_-_confession,independent_gap,fix_inversion_first
a-word_L30_W2_duration_undersize,a-word,20,30,2,is,duration_undersize,duration 0.023s < 0.04s,warning,False,236.917,236.94,0.023,,"Yes, he is",whisper_plus_vocal_onset,climax_-_worship,unknown_undersize,manual_review
a-word_L31_W0_duration_undersize,a-word,20,31,0,Is,duration_undersize,duration 0.040s < 0.04s,warning,False,236.94,236.98,0.04,,Is,transcription,climax_-_worship,unknown_undersize,manual_review
a-word_L39_W7_gap_from_prev,a-word,20,39,7,receive,gap_from_prev,gap 0.56s from previous word,warning,False,261.461,262.1,0.639,0.56,"Bow at the altar of the LORD, receive your blessing",whisper_plus_vocal_onset,verse_4_-_surrender,independent_gap,fix_inversion_first
a-word_L43_W6_gap_from_prev,a-word,20,43,6,King,gap_from_prev,gap 1.02s from previous word,warning,False,279.104,279.477,0.373,1.024,"Blessed is the LORD our God, King of the universe,",whisper_plus_vocal_onset,outro_-_invitation,independent_gap,fix_inversion_first
ai-psalm-1_L1_W6_gap_from_prev,ai-psalm-1,34,1,6,husband,gap_from_prev,gap 1.28s from previous word,warning,False,32.08,33.58,1.5,1.28,"LORD my God, my maker, my husband",transcription,first_movement_–_whispered_invocation,independent_gap,fix_inversion_first
ai-psalm-1_L2_W1_gap_from_prev,ai-psalm-1,34,2,1,are,gap_from_prev,gap 2.51s from previous word,warning,False,37.8,38.06,0.26,2.51,"You are holy, you are good",transcription,first_movement_–_whispered_invocation,independent_gap,fix_inversion_first
ai-psalm-1_L7_W4_gap_from_prev,ai-psalm-1,34,7,4,that,gap_from_prev,gap 0.68s from previous word,warning,False,58.5,58.78,0.28,0.68,"Now that it’s real, that you have brought me here",transcription,section_2_–_confession_&_grief,independent_gap,fix_inversion_first
ai-psalm-1_L10_W8_gap_from_prev,ai-psalm-1,34,10,8,for,gap_from_prev,gap 0.92s from previous word,warning,False,80.46,81.08,0.62,0.92,"But no evil is welcome in my house, for my body is a temple",transcription,section_3_–_resistance_&_temple_declaration,independent_gap,fix_inversion_first
ai-psalm-1_L13_W3_gap_from_prev,ai-psalm-1,34,13,3,It,gap_from_prev,gap 0.94s from previous word,warning,False,98.46,98.86,0.4,0.94,"This body screams! It believes there is a threat, but there is no threat",transcription,section_3_–_resistance_&_temple_declaration,independent_gap,fix_inversion_first
ai-psalm-1_L13_W9_gap_from_prev,ai-psalm-1,34,13,9,but,gap_from_prev,gap 1.24s from previous word,warning,False,102.34,103.136,0.796,1.24,"This body screams! It believes there is a threat, but there is no threat",transcription,section_3_–_resistance_&_temple_declaration,independent_gap,fix_inversion_first
ai-psalm-1_L16_W3_gap_from_prev,ai-psalm-1,34,16,3,I,gap_from_prev,gap 0.52s from previous word,warning,False,123.86,124.6,0.74,0.52,"My journey pre-written, I now humbly follow",transcription,section_4_–_assurance_&_power_of_god,independent_gap,fix_inversion_first
ai-psalm-1_L31_W4_gap_from_prev,ai-psalm-1,34,31,4,praise.,gap_from_prev,gap 1.66s from previous word,warning,False,213.16,214.66,1.5,1.66,You have all my praise.,transcription,section_6_–_praise_&_final_authority,independent_gap,fix_inversion_first
ai-psalm-9_L21_W2_gap_from_prev,ai-psalm-9,41,21,2,they,gap_from_prev,gap 0.75s from previous word,warning,False,73.301,73.46,0.159,0.752,I pray they remember the purpose,whisper_plus_vocal_onset,prayerful_final_movement,independent_gap,fix_inversion_first
asabaal_L0_W0_duration_undersize,asabaal,19,0,0,You,duration_undersize,duration 0.037s < 0.04s,warning,False,0.043,0.08,0.037,,"You are trying to kill me,",whisper_plus_vocal_onset,intro,unknown_undersize,manual_review
asabaal_L2_W3_gap_from_prev,asabaal,19,2,3,have,gap_from_prev,gap 0.56s from previous word,warning,False,6.784,6.88,0.096,0.564,the truth I have heard from God,whisper_plus_vocal_onset,intro,independent_gap,fix_inversion_first
asabaal_L12_W0_duration_undersize,asabaal,19,12,0,By,duration_undersize,duration 0.005s < 0.04s,warning,False,46.155,46.16,0.005,,By this one knows,whisper_plus_vocal_onset,intro,unknown_undersize,manual_review
asabaal_L17_W0_duration_undersize,asabaal,19,17,0,God,duration_undersize,duration 0.040s < 0.04s,warning,False,56.54,56.58,0.04,,God,transcription,intro,unknown_undersize,manual_review
asabaal_L18_W1_gap_from_prev,asabaal,19,18,1,LORD,gap_from_prev,gap 3.64s from previous word,warning,False,61.4,62.14,0.74,3.645,The LORD called my name,transcription,interlude,independent_gap,fix_inversion_first
asabaal_L19_W3_gap_from_prev,asabaal,19,19,3,"Lord,for",gap_from_prev,gap 0.60s from previous word,warning,False,69.077,69.16,0.083,0.597,"Thank you, oh Lord,for calling my name",whisper_plus_vocal_onset,chorus,independent_gap,fix_inversion_first
asabaal_L28_W1_duration_undersize,asabaal,19,28,1,is,duration_undersize,duration 0.040s < 0.04s,warning,False,116.661,116.701,0.04,,"This is for your benefit, not mine,",whisper_plus_vocal_onset,verse,unknown_undersize,manual_review
asabaal_L39_W2_duration_undersize,asabaal,19,39,2,me,duration_undersize,duration 0.020s < 0.04s,warning,False,135.86,135.88,0.02,,now that’s me yet you call me unaligned,whisper_plus_vocal_onset,verse,unknown_undersize,manual_review
asabaal_L58_W0_duration_undersize,asabaal,19,58,0,So,duration_undersize,duration 0.040s < 0.04s,warning,False,207.66,207.7,0.04,,"So till all have heard, I’ll declare your name",transcription,chorus,unknown_undersize,manual_review
asabaal_L58_W6_gap_from_prev,asabaal,19,58,6,declare,gap_from_prev,gap 0.65s from previous word,warning,False,211.029,211.2,0.171,0.649,"So till all have heard, I’ll declare your name",whisper_plus_vocal_onset,chorus,independent_gap,fix_inversion_first
asabaal_L67_W1_duration_undersize,asabaal,19,67,1,your,duration_undersize,duration 0.028s < 0.04s,warning,False,239.392,239.42,0.028,,stoking your own holy fire,whisper_plus_vocal_onset,verse,unknown_undersize,manual_review
asabaal_L67_W4_duration_undersize,asabaal,19,67,4,fire,duration_undersize,duration 0.040s < 0.04s,warning,False,239.8,239.84,0.04,,stoking your own holy fire,transcription,verse,unknown_undersize,manual_review
asabaal_L80_W5_gap_from_prev,asabaal,19,80,5,I’ll,gap_from_prev,gap 0.98s from previous word,warning,False,288.341,288.54,0.199,0.981,"So till all have heard, I’ll declare your name",whisper_plus_vocal_onset,chorus,independent_gap,fix_inversion_first
asabaal_L105_W0_duration_undersize,asabaal,19,105,0,So,duration_undersize,duration 0.012s < 0.04s,warning,False,361.99,362.002,0.012,,So I follow your ways,interpolated,hook,interpolated_undersize,re_estimate
asabaal_L105_W1_duration_undersize,asabaal,19,105,1,I,duration_undersize,duration 0.012s < 0.04s,warning,False,362.002,362.014,0.012,,So I follow your ways,interpolated,hook,interpolated_undersize,re_estimate
asabaal_L105_W2_duration_undersize,asabaal,19,105,2,follow,duration_undersize,duration 0.012s < 0.04s,warning,False,362.014,362.026,0.012,,So I follow your ways,interpolated,hook,interpolated_undersize,re_estimate
asabaal_L105_W3_duration_undersize,asabaal,19,105,3,your,duration_undersize,duration 0.011s < 0.04s,warning,False,362.026,362.037,0.011,,So I follow your ways,interpolated,hook,interpolated_undersize,re_estimate
asabaal_L114_W3_duration_undersize,asabaal,19,114,3,"unashamed,",duration_undersize,duration 0.020s < 0.04s,warning,False,385.28,385.3,0.02,,"Be unafraid and unashamed,",vocal_onset_only,outro,unknown_undersize,manual_review
asabaal_L116_W1_gap_from_prev,asabaal,19,116,1,will,gap_from_prev,gap 1.35s from previous word,warning,False,389.067,389.22,0.153,1.347,You will forget your shame and disgrace,whisper_plus_vocal_onset,outro,independent_gap,fix_inversion_first
asabaal_L122_W1_gap_from_prev,asabaal,19,122,1,a,gap_from_prev,gap 1.33s from previous word,warning,False,408.491,408.62,0.129,1.331,For a brief moment I abandoned you,whisper_plus_vocal_onset,outro,independent_gap,fix_inversion_first
asabaal_L124_W1_gap_from_prev,asabaal,19,124,1,the,gap_from_prev,gap 0.62s from previous word,warning,False,417.44,417.589,0.149,0.62,"Says the LORD, your Redeemer",whisper_plus_vocal_onset,outro,independent_gap,fix_inversion_first
asabaal_L124_W4_gap_from_prev,asabaal,19,124,4,Redeemer,gap_from_prev,gap 1.44s from previous word,warning,False,420.085,420.77,0.685,1.445,"Says the LORD, your Redeemer",whisper_plus_vocal_onset,outro,independent_gap,fix_inversion_first
ask-seek-knock_L21_W2_gap_from_prev,ask-seek-knock,36,21,2,walk,gap_from_prev,gap 1.56s from previous word,warning,False,80.82,81.32,0.5,1.56,You gotta walk the walk,transcription,hook,independent_gap,fix_inversion_first
ask-seek-knock_L31_W8_duration_undersize,ask-seek-knock,36,31,8,scary,duration_undersize,duration 0.040s < 0.04s,warning,False,119.06,119.1,0.04,,"God’s glory to be revealed, even though it’s scary",transcription,refrain,unknown_undersize,manual_review
ask-seek-knock_L32_W4_duration_undersize,ask-seek-knock,36,32,4,as,duration_undersize,duration 0.019s < 0.04s,warning,False,118.941,118.96,0.019,,The earth groans now as when it waited for Jesus,transcription,refrain,unknown_undersize,manual_review
ask-seek-knock_L32_W9_gap_from_prev,ask-seek-knock,36,32,9,Jesus,gap_from_prev,gap 1.65s from previous word,warning,False,122.336,122.82,0.484,1.648,The earth groans now as when it waited for Jesus,whisper_plus_vocal_onset,refrain,independent_gap,fix_inversion_first
ask-seek-knock_L44_W1_duration_undersize,ask-seek-knock,36,44,1,things,duration_undersize,duration 0.040s < 0.04s,warning,False,154.18,154.22,0.04,,Good things come to us when on him we wait,whisper_plus_vocal_onset,bridge,unknown_undersize,manual_review
ask-seek-knock_L46_W10_duration_undersize,ask-seek-knock,36,46,10,fate,duration_undersize,duration 0.040s < 0.04s,warning,False,160.68,160.72,0.04,,A place for you in the Father’s house is your fate,transcription,bridge,unknown_undersize,manual_review
ask-seek-knock_L47_W2_duration_undersize,ask-seek-knock,36,47,2,the,duration_undersize,duration 0.017s < 0.04s,warning,False,161.643,161.66,0.017,,"Connect to the source, he will make your paths straight",whisper_plus_vocal_onset,bridge,unknown_undersize,manual_review
blessed-the-name_L0_W7_duration_undersize,blessed-the-name,2,0,7,Almighty),duration_undersize,duration 0.039s < 0.04s,warning,False,0.438,0.477,0.039,,Holy holy holy (is the LORD God Almighty),interpolated,intro_-_heavenly_courtroom,interpolated_undersize,re_estimate
blessed-the-name_L1_W5_gap_from_prev,blessed-the-name,2,1,5,holy,gap_from_prev,gap 0.86s from previous word,warning,False,6.54,6.64,0.1,0.86,Holy holy holy holy holy holy holy holy,transcription,intro_-_heavenly_courtroom,independent_gap,fix_inversion_first
blessed-the-name_L3_W6_gap_from_prev,blessed-the-name,2,3,6,holy,gap_from_prev,gap 6.26s from previous word,high,False,25.7,25.8,0.1,6.26,Holy holy holy holy holy holy holy holy,transcription,intro_-_heavenly_courtroom,independent_gap,fix_inversion_first
blessed-the-name_L3_W7_duration_undersize,blessed-the-name,2,3,7,holy,duration_undersize,duration 0.040s < 0.04s,warning,False,25.8,25.84,0.04,,Holy holy holy holy holy holy holy holy,transcription,intro_-_heavenly_courtroom,unknown_undersize,manual_review
blessed-the-name_L4_W0_duration_undersize,blessed-the-name,2,4,0,(bring,duration_undersize,duration 0.040s < 0.04s,warning,False,25.785,25.825,0.04,,(bring your glory down),interpolated,intro_-_heavenly_courtroom,interpolated_undersize,re_estimate
blessed-the-name_L6_W0_duration_undersize,blessed-the-name,2,6,0,(is,duration_undersize,duration 0.040s < 0.04s,warning,False,23.86,23.9,0.04,,(is the LORD God Almighty),transcription,intro_-_heavenly_courtroom,unknown_undersize,manual_review
blessed-the-name_L9_W0_duration_undersize,blessed-the-name,2,9,0,Holy,duration_undersize,duration 0.040s < 0.04s,warning,False,26.92,26.96,0.04,,Holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy,transcription,intro_-_heavenly_courtroom,unknown_undersize,manual_review
blessed-the-name_L9_W11_gap_from_prev,blessed-the-name,2,9,11,holy,gap_from_prev,gap 15.23s from previous word,high,False,51.808,52.42,0.612,15.228,Holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy,whisper_plus_vocal_onset,intro_-_heavenly_courtroom,independent_gap,fix_inversion_first
blessed-the-name_L9_W25_duration_undersize,blessed-the-name,2,9,25,holy,duration_undersize,duration 0.040s < 0.04s,warning,False,53.72,53.76,0.04,,Holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy,transcription,intro_-_heavenly_courtroom,unknown_undersize,manual_review
blessed-the-name_L10_W0_duration_undersize,blessed-the-name,2,10,0,Holy,duration_undersize,duration 0.040s < 0.04s,warning,False,53.42,53.46,0.04,,Holy holy holy holy,transcription,intro_-_heavenly_courtroom,unknown_undersize,manual_review
blessed-the-name_L12_W0_duration_undersize,blessed-the-name,2,12,0,Holy,duration_undersize,duration 0.040s < 0.04s,warning,False,56.76,56.8,0.04,,Holy,transcription,intro_-_heavenly_courtroom,unknown_undersize,manual_review
blessed-the-name_L24_W4_duration_undersize,blessed-the-name,2,24,4,the,duration_undersize,duration 0.039s < 0.04s,warning,False,103.861,103.9,0.039,,"Bringing forth fruit not the sweat of my brow, My life I did lose to follow his ways",whisper_plus_vocal_onset,verse,unknown_undersize,manual_review
blessed-the-name_L26_W16_start_gte_end,blessed-the-name,2,26,16,play,start_gte_end,start >= end,critical,False,112.5,112.5,0.0,,"Made one before and he’s makin one now, he gave me purpose the game that I play",transcription,verse,transcription_inversion,re_align
blessed-the-name_L28_W8_gap_from_prev,blessed-the-name,2,28,8,to,gap_from_prev,gap 1.98s from previous word,warning,False,122.3,122.82,0.52,1.98,"Jesus won't come until we've all learned how, to say what we are about to say",transcription,interlude_-_prophetic_declaration,independent_gap,fix_inversion_first
blessed-the-name_L42_W5_duration_undersize,blessed-the-name,2,42,5,do,duration_undersize,duration 0.033s < 0.04s,warning,False,170.027,170.06,0.033,,You know he always gon do it with a bit of spiritual flair,whisper_plus_vocal_onset,verse,unknown_undersize,manual_review
blessed-the-name_L43_W4_duration_undersize,blessed-the-name,2,43,4,and,duration_undersize,duration 0.020s < 0.04s,warning,False,173.08,173.1,0.02,,"These bodies and giftings and callings, all discussed in prayer",transcription,verse,unknown_undersize,manual_review
blessed-the-name_L47_W5_duration_undersize,blessed-the-name,2,47,5,LORD,duration_undersize,duration 0.040s < 0.04s,warning,False,185.377,185.417,0.04,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L48_W0_duration_undersize,blessed-the-name,2,48,0,In,duration_undersize,duration 0.040s < 0.04s,warning,False,183.5,183.54,0.04,,In the name of the LORD,transcription,hook,unknown_undersize,manual_review
blessed-the-name_L54_W1_gap_from_prev,blessed-the-name,2,54,1,"holy,",gap_from_prev,gap 0.60s from previous word,warning,False,208.74,209.76,1.02,0.6,"Holy, holy, holy",transcription,bridge,independent_gap,fix_inversion_first
blessed-the-name_L58_W1_duration_undersize,blessed-the-name,2,58,1,is,duration_undersize,duration 0.016s < 0.04s,warning,False,216.3,216.316,0.016,,Blessed is the one who comes,interpolated,pre-hook,interpolated_undersize,re_estimate
blessed-the-name_L58_W2_duration_undersize,blessed-the-name,2,58,2,the,duration_undersize,duration 0.017s < 0.04s,warning,False,216.316,216.333,0.017,,Blessed is the one who comes,interpolated,pre-hook,interpolated_undersize,re_estimate
blessed-the-name_L58_W3_duration_undersize,blessed-the-name,2,58,3,one,duration_undersize,duration 0.017s < 0.04s,warning,False,216.333,216.35,0.017,,Blessed is the one who comes,interpolated,pre-hook,interpolated_undersize,re_estimate
blessed-the-name_L58_W4_duration_undersize,blessed-the-name,2,58,4,who,duration_undersize,duration 0.017s < 0.04s,warning,False,216.35,216.367,0.017,,Blessed is the one who comes,interpolated,pre-hook,interpolated_undersize,re_estimate
blessed-the-name_L58_W5_duration_undersize,blessed-the-name,2,58,5,comes,duration_undersize,duration 0.016s < 0.04s,warning,False,216.367,216.383,0.016,,Blessed is the one who comes,interpolated,pre-hook,interpolated_undersize,re_estimate
blessed-the-name_L59_W0_duration_undersize,blessed-the-name,2,59,0,In,duration_undersize,duration 0.040s < 0.04s,warning,False,216.383,216.423,0.04,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L62_W0_duration_undersize,blessed-the-name,2,62,0,In,duration_undersize,duration 0.004s < 0.04s,warning,False,218.07,218.074,0.004,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L62_W1_duration_undersize,blessed-the-name,2,62,1,the,duration_undersize,duration 0.004s < 0.04s,warning,False,218.074,218.078,0.004,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L62_W2_duration_undersize,blessed-the-name,2,62,2,name,duration_undersize,duration 0.004s < 0.04s,warning,False,218.078,218.082,0.004,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L62_W3_duration_undersize,blessed-the-name,2,62,3,of,duration_undersize,duration 0.005s < 0.04s,warning,False,218.082,218.087,0.005,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L62_W4_duration_undersize,blessed-the-name,2,62,4,the,duration_undersize,duration 0.004s < 0.04s,warning,False,218.087,218.091,0.004,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L63_W0_duration_undersize,blessed-the-name,2,63,0,In,duration_undersize,duration 0.007s < 0.04s,warning,False,218.78,218.787,0.007,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L63_W1_duration_undersize,blessed-the-name,2,63,1,the,duration_undersize,duration 0.007s < 0.04s,warning,False,218.787,218.794,0.007,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L63_W2_duration_undersize,blessed-the-name,2,63,2,name,duration_undersize,duration 0.008s < 0.04s,warning,False,218.794,218.802,0.008,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L63_W3_duration_undersize,blessed-the-name,2,63,3,of,duration_undersize,duration 0.007s < 0.04s,warning,False,218.802,218.809,0.007,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L63_W4_duration_undersize,blessed-the-name,2,63,4,the,duration_undersize,duration 0.007s < 0.04s,warning,False,218.809,218.816,0.007,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L64_W0_duration_undersize,blessed-the-name,2,64,0,In,duration_undersize,duration 0.002s < 0.04s,warning,False,219.01,219.012,0.002,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L64_W1_duration_undersize,blessed-the-name,2,64,1,the,duration_undersize,duration 0.001s < 0.04s,warning,False,219.012,219.013,0.001,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L64_W2_duration_undersize,blessed-the-name,2,64,2,name,duration_undersize,duration 0.002s < 0.04s,warning,False,219.013,219.015,0.002,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L64_W3_duration_undersize,blessed-the-name,2,64,3,of,duration_undersize,duration 0.002s < 0.04s,warning,False,219.015,219.017,0.002,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L64_W4_duration_undersize,blessed-the-name,2,64,4,the,duration_undersize,duration 0.002s < 0.04s,warning,False,219.017,219.019,0.002,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L65_W0_duration_undersize,blessed-the-name,2,65,0,In,duration_undersize,duration 0.040s < 0.04s,warning,False,219.383,219.423,0.04,,In the name of the LORD,interpolated,hook,interpolated_undersize,re_estimate
blessed-the-name_L71_W0_duration_undersize,blessed-the-name,2,71,0,For,duration_undersize,duration 0.026s < 0.04s,warning,False,222.34,222.366,0.026,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W1_duration_undersize,blessed-the-name,2,71,1,I,duration_undersize,duration 0.027s < 0.04s,warning,False,222.366,222.393,0.027,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W2_duration_undersize,blessed-the-name,2,71,2,tell,duration_undersize,duration 0.026s < 0.04s,warning,False,222.393,222.419,0.026,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W3_duration_undersize,blessed-the-name,2,71,3,"you,",duration_undersize,duration 0.026s < 0.04s,warning,False,222.419,222.445,0.026,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W4_duration_undersize,blessed-the-name,2,71,4,you,duration_undersize,duration 0.027s < 0.04s,warning,False,222.445,222.472,0.027,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W5_duration_undersize,blessed-the-name,2,71,5,will,duration_undersize,duration 0.026s < 0.04s,warning,False,222.472,222.498,0.026,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W6_duration_undersize,blessed-the-name,2,71,6,not,duration_undersize,duration 0.026s < 0.04s,warning,False,222.498,222.524,0.026,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W7_duration_undersize,blessed-the-name,2,71,7,see,duration_undersize,duration 0.027s < 0.04s,warning,False,222.524,222.551,0.027,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W8_duration_undersize,blessed-the-name,2,71,8,me,duration_undersize,duration 0.026s < 0.04s,warning,False,222.551,222.577,0.026,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W9_duration_undersize,blessed-the-name,2,71,9,again,duration_undersize,duration 0.026s < 0.04s,warning,False,222.577,222.603,0.026,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W10_duration_undersize,blessed-the-name,2,71,10,until,duration_undersize,duration 0.026s < 0.04s,warning,False,222.603,222.629,0.026,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W11_duration_undersize,blessed-the-name,2,71,11,you,duration_undersize,duration 0.027s < 0.04s,warning,False,222.629,222.656,0.027,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W12_duration_undersize,blessed-the-name,2,71,12,say,duration_undersize,duration 0.026s < 0.04s,warning,False,222.656,222.682,0.026,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W13_duration_undersize,blessed-the-name,2,71,13,(In,duration_undersize,duration 0.026s < 0.04s,warning,False,222.682,222.708,0.026,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W14_duration_undersize,blessed-the-name,2,71,14,the,duration_undersize,duration 0.027s < 0.04s,warning,False,222.708,222.735,0.027,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W15_duration_undersize,blessed-the-name,2,71,15,name,duration_undersize,duration 0.026s < 0.04s,warning,False,222.735,222.761,0.026,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W16_duration_undersize,blessed-the-name,2,71,16,of,duration_undersize,duration 0.026s < 0.04s,warning,False,222.761,222.787,0.026,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W17_duration_undersize,blessed-the-name,2,71,17,the,duration_undersize,duration 0.027s < 0.04s,warning,False,222.787,222.814,0.027,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L71_W18_duration_undersize,blessed-the-name,2,71,18,LORD),duration_undersize,duration 0.026s < 0.04s,warning,False,222.814,222.84,0.026,,"For I tell you, you will not see me again until you say (In the name of the LORD)",interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L78_W0_duration_undersize,blessed-the-name,2,78,0,Holy,duration_undersize,duration 0.020s < 0.04s,warning,False,225.84,225.86,0.02,,Holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy,interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L78_W1_duration_undersize,blessed-the-name,2,78,1,holy,duration_undersize,duration 0.020s < 0.04s,warning,False,225.86,225.88,0.02,,Holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy,interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L78_W2_duration_undersize,blessed-the-name,2,78,2,holy,duration_undersize,duration 0.020s < 0.04s,warning,False,225.88,225.9,0.02,,Holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy,interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L78_W3_duration_undersize,blessed-the-name,2,78,3,holy,duration_undersize,duration 0.020s < 0.04s,warning,False,225.9,225.92,0.02,,Holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy,interpolated,outro,interpolated_undersize,re_estimate
blessed-the-name_L78_W4_duration_undersize,blessed-the-name,2,78,4,holy,duration_undersize,duration 0.020s < 0.04s,warning,False,225.92,225.94,0.02,,Holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy holy,interpolated,outro,interpolated_undersize,re_estimate
